Id,X Coord.,Y Coord.,Latitude,Longitude,Zone,Franchisee,On street,Cross street 1,Cross street 2,Borough,Pole type,BID Advisory,Historic Advisory,NYSDOT Advisory,Park Advisory,Port Auth Advisory,School Advisory,Submission date,Equipment Installed? (Yes/No)
15652,1007068,232884,40.805859,-73.917577,C,"Extenet Systems, Inc.",E 137th St,St Ann's Ave,Cypress Ave,Bronx,Streetlight Pole,,,,,,,Dec-01-2017,Yes
15653,1008176,231138,40.801064,-73.913581,C,"Extenet Systems, Inc.",Willow Ave,E 133rd St,E 134th St,Bronx,Streetlight Pole,,,,,,,Dec-01-2017,No
15654,1006653,233512,40.807584,-73.919074,C,"Extenet Systems, Inc.",E 138th St,Brook Ave,St Ann's Ave,Bronx,Streetlight Pole,,,,,,,Dec-01-2017,Yes
15655,1013906,242491,40.832207,-73.892835,C,"Extenet Systems, Inc.",Intervale Ave,Jennings St,Freeman St,Bronx,Streetlight Pole,,,,,,,Dec-01-2017,Yes
15656,1010479,239586,40.824245,-73.90523,C,"Extenet Systems, Inc.",Trinity Ave,E 163rd St,E 165th St,Bronx,Streetlight Pole,,,,,,,Dec-01-2017,Yes
15657,1011630,239668,40.824466,-73.901071,C,"Extenet Systems, Inc.",Union Ave,E 165th St,E 166th St,Bronx,Streetlight Pole,,,,,,,Dec-01-2017,Yes
15658,1010445,240506,40.82677,-73.905349,C,"Extenet Systems, Inc.",Cauldwell Ave,Boston Rd,E 165th St,Bronx,Streetlight Pole,,,,,,,Dec-01-2017,Yes
15660,1006862,244045,40.836493,-73.918284,C,"Extenet Systems, Inc.",Walton Ave,E 168th St,E 169th St,Bronx,Streetlight Pole,,,,,,,Dec-01-2017,Yes
15661,1007257,243167,40.834083,-73.916859,C,"Extenet Systems, Inc.",E 167th St,Sheridan Ave,Grand Concourse,Bronx,Streetlight Pole,,,,,,,Dec-01-2017,No
15662,1006475,242643,40.832646,-73.919687,C,"Extenet Systems, Inc.",Grand Concourse,McClellan St,E 166th St,Bronx,Streetlight Pole,,This pole is located within the following historic area: Grand Concourse Historic District,,,,,Dec-01-2017,Yes
15663,1006511,241841,40.830445,-73.919559,C,"Extenet Systems, Inc.",E 165th St,Carroll Pl,Grand Concourse,Bronx,Streetlight Pole,,This pole is located within the following historic area: Grand Concourse Historic District,,,,,Dec-01-2017,Yes
15664,1011504,250978,40.855509,-73.90148,C,"Extenet Systems, Inc.",Grand Concourse,E 182nd St,E 181st St,Bronx,Streetlight Pole,,,,,,,Dec-01-2017,Yes
15665,1016668,250346,40.853757,-73.882816,C,"Extenet Systems, Inc.",E 187th St,Prospect Ave,Crotona Ave,Bronx,Mixed Traffic And Street Pole,,,,,,,Dec-01-2017,Yes
15666,1009787,249329,40.850989,-73.907693,C,"Extenet Systems, Inc.",E Tremont Ave,Morris Ave,Walton Ave,Bronx,Mixed Traffic And Street Pole,,This pole is located within the following historic area: Morris Avenue Historic District,,,,,Dec-01-2017,No
15667,1008898,187097,40.68018,-73.911135,C,"Extenet Systems, Inc.",Rockaway Ave,MacDougal St,Hull St,Brooklyn,Streetlight Pole,,,,,,,Dec-01-2017,Yes
15668,997639,160201,40.606381,-73.951781,B,Mobilitie2,Avenue R,E 21st Street,Ocean Avenue,Brooklyn,Streetlight Pole,,,,,,,Jan-08-2018,No
15669,1006560,178190,40.655739,-73.919593,B,Mobilitie2,Willmohr Street,E 93rd Street,E 92nd Street,Brooklyn,Streetlight Pole,,,,,,,Jan-08-2018,Yes
15670,1004202,181446,40.664682,-73.928082,B,Mobilitie2,E New York Avenue,E 94th Street,E 95th Street,Brooklyn,Streetlight Pole,,,,,,,Jan-08-2018,No
15671,1003888,181580,40.66505,-73.929214,B,Mobilitie2,Crown Street,Ford Street,Rochester Avenue,Brooklyn,Streetlight Pole,,,,,,,Jan-08-2018,Yes
15672,987981,188586,40.684301,-73.986547,B,Mobilitie2,Bond Street,Wyckoff Street,Warren Street,Brooklyn,Streetlight Pole,,,,,,,Jan-08-2018,No
15674,1007507,171107,40.636295,-73.916205,B,Crown Castle NG East LLC,Glenwood Rd,E 78th St,E 79th St,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15675,1006511,173211,40.642073,-73.919786,B,Crown Castle NG East LLC,Ralph Ave,Chase Ct,Preston Ct,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15676,987876,173173,40.641996,-73.986934,B,Crown Castle NG East LLC,38th St,12th Ave,13th Ave,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15677,1003271,173961,40.644139,-73.931459,B,Crown Castle NG East LLC,E 48th St,Clarendon Rd,Avenue D,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15678,1005889,174277,40.645,-73.922024,B,Crown Castle NG East LLC,Clarendon Rd,E 58th St,E 57th St,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15679,1005297,174912,40.646745,-73.924156,B,Crown Castle NG East LLC,Beverley Rd,E 56th St,Kings Hwy,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15680,1003132,175217,40.647587,-73.931956,B,Crown Castle NG East LLC,E 48th St,Tilden Ave,Beverley Rd,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,Yes
15682,1005491,175610,40.64866,-73.923454,B,Crown Castle NG East LLC,Tilden Ave,E 57th St,Kings Hwy,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,Yes
15683,1001719,176062,40.649909,-73.937046,B,Crown Castle NG East LLC,E 43rd St,Snyder Ave,Church Ave,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15684,1003290,176460,40.650998,-73.931384,B,Crown Castle NG East LLC,E 49th St,Church Ave,Snyder Ave,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,Yes
15685,1001409,176641,40.651499,-73.938162,B,Crown Castle NG East LLC,E 42nd St,Church Ave,Linden Blvd,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15686,1001981,176680,40.651605,-73.9361,B,Crown Castle NG East LLC,Troy Ave,Church Ave,Linden Blvd,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15687,1003038,176787,40.651896,-73.932291,B,Crown Castle NG East LLC,E 48th St,Church Ave,Linden Blvd,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,Yes
15688,1002942,177966,40.655132,-73.932634,B,Crown Castle NG East LLC,E 48th St,Lenox Rd,Linden Blvd,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15690,1001001,179099,40.658246,-73.939626,B,Crown Castle NG East LLC,Albany Ave,Hawthorne St,Winthrop St,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,Yes
15691,1002460,179907,40.660461,-73.934365,B,Crown Castle NG East LLC,Rutland Rd,Schenectady Ave,E 46th St,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15692,1006280,176925,40.652267,-73.920607,B,Crown Castle NG East LLC,E 89th St,Church Ave,Avenue A,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15693,1008015,177354,40.653441,-73.914352,B,Crown Castle NG East LLC,E 95th St,Avenue A,Avenue B,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15694,1004546,177776,40.654607,-73.926853,B,Crown Castle NG East LLC,E 54th St,Linden Blvd,Lenox Rd,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15695,1003448,178599,40.656869,-73.930808,B,Crown Castle NG East LLC,Utica Ave,Clarkson Ave,Winthrop St,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15697,1006384,178815,40.657455,-73.920226,B,Crown Castle NG East LLC,E 94th St,Kings Hwy,Willmohr St,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15699,1003177,180498,40.662082,-73.931779,B,Crown Castle NG East LLC,Maple St,Utica Ave,E 48th St,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15700,1010100,177597,40.654102,-73.906837,C,Crown Castle NG East LLC,Rockaway Ave,Linden Blvd,Ditmas Ave,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15701,1008142,179369,40.658971,-73.913888,C,Crown Castle NG East LLC,Strauss St,Newport St,Riverdale Ave,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15702,985596,216264,40.760271,-73.995141,A,"Crown Castle Fiber, LLC",10th Avenue,W 43rd St,W 42nd St,Manhattan,Mixed Traffic And Street Pole,,,,,,,Dec-12-2017,Yes
15703,1009768,179585,40.659559,-73.908026,C,Crown Castle NG East LLC,Newport St,Rockaway Ave,Thatford Ave,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15704,1020646,182323,40.667036,-73.868804,C,Crown Castle NG East LLC,Pine st,Loring Ave,Linden Blvd,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15705,1021407,182530,40.667601,-73.86606,C,Crown Castle NG East LLC,Autumn Ave,Loring Ave,Linden Blvd,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15708,1023956,182829,40.668411,-73.85687,C,Crown Castle NG East LLC,78th St,Loring Ave,Dead End,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15709,1013588,179908,40.660434,-73.894257,C,Crown Castle NG East LLC,Georgia Ave,New Lots Ave,Hegeman Ave,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15712,1016069,182478,40.667479,-73.885302,C,Crown Castle NG East LLC,Jerome St,Dumont St,Livonia Ave,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15714,1014531,183723,40.670902,-73.890841,C,Crown Castle NG East LLC,Miller Ave,Belmont Ave,Sutter Ave,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15716,1015260,184131,40.672019,-73.888211,C,Crown Castle NG East LLC,Schenck Ave,Belmont Ave,Pitkin Ave,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15717,1015453,184506,40.673048,-73.887513,C,Crown Castle NG East LLC,Pitkin Ave,Barbey St,Jerome St,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15719,1008857,182315,40.667055,-73.9113,C,Crown Castle NG East LLC,Sutter Ave,Chester St,Bristol St,Brooklyn,Utility Pole,,,,,,,Nov-13-2017,No
15720,1020485,182961,40.668788,-73.869381,C,Crown Castle NG East LLC,Pine st,Linden Blvd,Dumont Ave,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15721,1020870,183915,40.671405,-73.867988,C,Crown Castle NG East LLC,Hemlock St,Blake Ave,Dumont Ave,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15722,1022460,183923,40.67142,-73.862256,C,Crown Castle NG East LLC,Forbell St,Dumont Ave,Blake Ave,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15723,1019066,183939,40.671478,-73.874491,C,Crown Castle NG East LLC,Fountain Ave,Blake Ave,Sutter Ave,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15725,1021763,185776,40.676509,-73.864759,C,Crown Castle NG East LLC,Pitkin Ave,Eldert Ln,Grant Ave,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15726,1022667,186790,40.679289,-73.861494,B,Crown Castle NG East LLC,76th St,Liberty Ave,101st St,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15729,1017297,186980,40.679832,-73.880854,C,Crown Castle NG East LLC,Highland Pl,Atlantic Ave,Fulton St,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15730,1015053,187873,40.682291,-73.88894,C,Crown Castle NG East LLC,Jamaica Ave,Jerome St,Ridgewood Ave,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15732,1020820,189533,40.686825,-73.868138,C,Crown Castle NG East LLC,O'Brien Pl,Grant Ave,Nichols Ave,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15733,1019480,189617,40.687061,-73.872969,C,Crown Castle NG East LLC,Etna St,Crescent St,Hemlock St,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15735,1019887,190522,40.689544,-73.871497,C,Crown Castle NG East LLC,Autumn Ave,Jamaica Ave,Etna St,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15736,1020895,190890,40.69055,-73.86786,B,Crown Castle NG East LLC,Eldert Lane,87th Ave,Jamaica Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15738,1009326,195130,40.702228,-73.909562,B,Crown Castle NG East LLC,Gates Ave,Cypress Ave,Seneca Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15739,1009658,195563,40.703416,-73.908363,B,Crown Castle NG East LLC,Gates Ave,Seneca Ave,Onderdonk Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15740,1007859,195623,40.703585,-73.914851,C,Crown Castle NG East LLC,St Nicholas Ave,Harman St,Greene Ave,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15741,1006128,196467,40.705906,-73.921091,C,Crown Castle NG East LLC,Willoughby Ave,Wyckoff Ave,St Nicholas Ave,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15743,1005545,197363,40.708367,-73.923191,B,Crown Castle NG East LLC,Flushing Ave,Ingraham St,Gardner Ave,Brooklyn,Utility Pole,,,,,,,Nov-14-2017,No
15752,1034621,161820,40.610692,-73.818582,B,Crown Castle NG East LLC,Cross Bay Blvd,E 6th Rd,W 5th Rd,Queens,Utility Pole,,,,,,,Nov-14-2017,Yes
15753,1034341,162536,40.612659,-73.819585,B,Crown Castle NG East LLC,Cross Bay Blvd,E 4th Rd,Bert Rd,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15757,1058162,180728,40.662425,-73.73359,B,Crown Castle NG East LLC,249th St,Francis Lewis Blvd,Memphis Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,Yes
15758,1046570,180301,40.661342,-73.775376,B,Crown Castle NG East LLC,146th Ave,Rockaway Blvd,Rockaway Blvd,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15759,1047238,180399,40.661606,-73.772967,B,Crown Castle NG East LLC,167th St,146th Rd,146th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15760,1047077,180887,40.662947,-73.773543,B,Crown Castle NG East LLC,145th Dr,167th St,175th St,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15761,1046149,180924,40.663055,-73.776888,B,Crown Castle NG East LLC,Rockaway Blvd,145th Ave,144th Terrace,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15762,1044319,181278,40.664039,-73.783481,B,Crown Castle NG East LLC,155th St,146th Ave,145th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15764,1043652,181739,40.665309,-73.785881,B,Crown Castle NG East LLC,153rd Pl,146th Ave,S Conduit Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15765,1041014,183223,40.6694,-73.795377,B,Crown Castle NG East LLC,144th St,133rd Ave,130th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15766,1040230,183687,40.670678,-73.798199,B,Crown Castle NG East LLC,142nd St,131st Ave,130th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,Yes
15767,1042273,184061,40.671691,-73.790831,B,Crown Castle NG East LLC,Sutter Ave,147th St,148th St,Queens,Utility Pole,,,,,,,Nov-14-2017,Yes
15769,1041045,184869,40.673917,-73.795251,B,Crown Castle NG East LLC,Rockaway Blvd,143rd St,144th St,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15770,1040161,184972,40.674206,-73.798437,B,Crown Castle NG East LLC,Rockaway Blvd,142nd St,142nd St,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15772,1043408,186143,40.677399,-73.786722,B,Crown Castle NG East LLC,155th St,122nd Ave,121st St,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15773,1033283,183806,40.671046,-73.823241,B,Crown Castle NG East LLC,135th Ave,116th St,117th St,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15774,1041221,190992,40.690722,-73.794565,B,Crown Castle NG East LLC,155th St,Brinkerhoff Ave,110th Rd,Queens,Utility Pole,,,,,,,Nov-14-2017,Yes
15775,1031573,191125,40.691144,-73.829354,B,Crown Castle NG East LLC,116th St,95th Ave,101st Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15776,1033359,191992,40.693514,-73.822908,B,Crown Castle NG East LLC,124th St,95th Ave,97th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15778,1015283,195522,40.703285,-73.888075,B,Crown Castle NG East LLC,66th Pl,Central Ave,70th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15781,1034481,194701,40.700943,-73.818842,B,Crown Castle NG East LLC,133rd St,Jamaica Ave,Dead End,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15782,1033229,195706,40.703709,-73.82335,B,Crown Castle NG East LLC,129th St,Metropolitan Ave,Hillside Avenue,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15783,1034445,195819,40.704012,-73.818963,B,Crown Castle NG East LLC,Hillside Avenue,135th St,136th St,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15784,1018740,207894,40.73723,-73.875544,B,Crown Castle NG East LLC,Justice Ave,53rd Ave,54th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15786,1022068,212031,40.748572,-73.863512,B,Crown Castle NG East LLC,102nd St,41st Ave,40th Rd,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15787,1023744,214072,40.754166,-73.857451,B,Crown Castle NG East LLC,37th Ave,110th St,111th St,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15790,1019808,215637,40.758479,-73.871649,B,Crown Castle NG East LLC,97th St,32nd Ave,Northern Blvd,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15791,1002889,214132,40.7544,-73.932724,B,Crown Castle NG East LLC,30th St,38th Ave,37th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15792,1032523,215711,40.758622,-73.825752,B,Crown Castle NG East LLC,Barclay Ave,Union St,41st Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15793,1000185,215315,40.757652,-73.942481,B,Crown Castle NG East LLC,11th St,38th Ave,40th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15795,1032237,216867,40.761796,-73.826777,B,Crown Castle NG East LLC,38th Ave,Union St,Bowne St,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15796,1020902,218373,40.765984,-73.867685,B,Crown Castle NG East LLC,Ericsson St,25th Ave,24th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15800,1019197,219920,40.770237,-73.873832,B,Crown Castle NG East LLC,97th St,Dead End,23rd Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15803,1008677,217566,40.763811,-73.911821,B,"Extenet Systems, INC. II",43rd St,28th Ave,30th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15804,1001939,213180,40.751789,-73.936156,B,"Extenet Systems, INC. II",29th St,40th Rd,40th Ave,Queens,Utility Pole,,,,,,This pole is located within 20 feet of the following school: NEWCOMERS HIGH SCHOOL,Nov-14-2017,No
15805,1000487,212463,40.749823,-73.941398,B,"Extenet Systems, INC. II",42nd Rd,Cresent St,24th St,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15807,996588,211019,40.745866,-73.955473,B,"Extenet Systems, INC. II",5th St,5th St,Vernon Blvd,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15809,1001970,221905,40.775736,-73.936021,B,"Extenet Systems, INC. II",1st St,27th Ave,26th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15810,1002404,222252,40.776688,-73.934453,B,"Extenet Systems, INC. II",26th Ave,26th Ave,27th Ave,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15811,1002615,218509,40.766414,-73.933701,B,"Extenet Systems, INC. II",Broadway,14th St,12th St,Queens,Utility Pole,,,,,,,Nov-14-2017,No
15819,1014365,205898,40.731768,-73.89134,B,"Extenet Systems, INC. II",72nd Pl,53rd Rd,Calamus Ave,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15820,1013441,207272,40.735542,-73.894668,B,"Extenet Systems, INC. II",51st Ave,69th Pl,70th St,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15821,1006834,214590,40.755648,-73.918484,B,"Extenet Systems, INC. II",43rd St,34th Ave,Broadway,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15822,1020087,209020,40.740316,-73.870677,B,"Extenet Systems, INC. II",51st Ave,93rd St,50th Ave,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15825,1024199,199817,40.715038,-73.855893,B,"Extenet Systems, INC. II",Loubet St,68th Ave,69th Ave,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15826,1012129,220412,40.771612,-73.899348,B,"Extenet Systems, INC. II",21st Ave,47th St,48th St,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15828,1013842,220030,40.770558,-73.893165,B,"Extenet Systems, INC. II",20th Ave,21st Ave,76th St,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15831,1011612,213908,40.753762,-73.901241,B,"Extenet Systems, INC. II",61st St,Northern Blvd,34th Ave,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15833,1011409,202879,40.723491,-73.902018,B,"Extenet Systems, INC. II",56th Dr,64th St,61st St,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15836,1015314,200052,40.715719,-73.887943,B,"Extenet Systems, INC. II",69th St,Juniper Blvd South,Juniper Valley Rd,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15838,1008436,199149,40.713262,-73.912757,B,"Extenet Systems, INC. II",Metropolitan Ave,Grandview Ave,Arnold Ave,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15839,1009153,198379,40.711146,-73.910173,B,"Extenet Systems, INC. II",Grandview Ave,Stanhope St,Amory Ct,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15841,1016300,191352,40.691836,-73.884427,B,"Extenet Systems, INC. II",Cypress Ave,Cypress Hills St,Vermont Pl,Queens,Utility Pole,,,,,,,Nov-15-2017,No
15842,1015557,191145,40.69127,-73.887108,B,"Extenet Systems, INC. II",Cypress Ave,Cypress Hills St,Vermont Pl,Queens,Utility Pole,,,,This pole is located within the following park: Jackie Robinson Parkway,,,Nov-15-2017,No
15843,1007733,220660,40.772306,-73.915218,B,"Extenet Systems, INC. II",31st St,24th Ave,23rd Rd,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15844,1008963,218458,40.766259,-73.910785,B,"Extenet Systems, INC. II",42nd St,25th Ave,28th Ave,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15846,1001354,215083,40.757013,-73.938262,B,"Extenet Systems, INC. II",38th Ave,22nd St,21st St,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15847,998264,213020,40.751356,-73.94942,B,"Extenet Systems, INC. II",43rd Rd,10th St,11th St,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15849,997507,212698,40.750473,-73.952153,B,"Extenet Systems, INC. II",Vernon Blvd,44th Rd,44th Rd,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15851,997779,210452,40.744308,-73.951176,B,"Extenet Systems, INC. II",47th Rd,11th St,Vernon Blvd,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15853,1003343,218393,40.766094,-73.931074,B,"Extenet Systems, INC. II",31st Dr,21st St,14th St,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15854,1000700,210043,40.743181,-73.940635,B,"Extenet Systems, INC. II",27th St,47th Ave,Austell Pl,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15856,1018361,218253,40.765665,-73.876859,B,"Extenet Systems, INC. II",93rd St,24th Ave,25th Ave,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15857,1012216,205718,40.731281,-73.899095,B,"Extenet Systems, INC. II",66th St,53rd Ave,53rd Rd,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15858,1019555,208545,40.739014,-73.8726,B,"Extenet Systems, INC. II",52nd Ave,90th St,92nd St,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15859,1019414,207688,40.736662,-73.873113,B,"Extenet Systems, INC. II",55th Ave,90th St,Justice Ave,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15860,1028645,203478,40.725065,-73.839831,B,"Extenet Systems, INC. II",Jewel Ave,112th St,113th St,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15861,1013189,191853,40.693222,-73.895643,B,"Extenet Systems, INC. II",Cypress Ave,Clover Pl,Vermont Pl,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15862,996704,208937,40.740152,-73.955058,B,"Extenet Systems, INC. II",54th Ave,Vernon Blvd,5th St,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15863,1013071,223045,40.778836,-73.895935,B,"Extenet Systems, INC. II",42nd St,Berrian Blvd,19th Ave,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15864,1017876,218264,40.765697,-73.87861,B,"Extenet Systems, INC. II",24th Ave,91st St,92nd St,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15865,1017482,218586,40.766582,-73.880031,B,"Extenet Systems, INC. II",89th St,23rd Ave,Astoria Blvd,Queens,Utility Pole,,,,,,,Nov-16-2017,No
15868,1006236,213629,40.753011,-73.920645,B,"Extenet Systems, INC. II",42nd Pl,Northern Blvd,37th Ave,Queens,Utility Pole,,,,,,,Nov-16-2017,Yes
15869,1003026,218217,40.765612,-73.932219,B,"Extenet Systems, INC. II",Broadway,21st St,14th St,Queens,Utility Pole,,,,,,,Nov-16-2017,Yes
15870,1008871,215893,40.759219,-73.911127,B,"Extenet Systems, INC. II",47th St,31st Ave,30th Rd,Queens,Utility Pole,,,,,,,Nov-16-2017,Yes
15873,1002876,220530,40.771961,-73.932754,B,"Extenet Systems, INC. II",Main Ave,30th Ave,8th St,Queens,Utility Pole,,,,,,,Nov-16-2017,No
